review,score,label
renponsip,5,positif
baik sekali,4,positif
Mantap,5,positif
"Saya kecewa dengan fitur Affiliate shoppe, karena komisi yang saya terima tidak valid",1,negatif
cepat lebih murah,5,positif
Keren membantu UMKM maju....mudah memasarkan produknya,5,positif
"bagus bgt ,ongkir nya juga gk mahal mahal tpi .......lelet banget apk nya .eh gk tau sinyal ,gk tau dari hp,atau emg apk nya agak lelet",5,positif
"Siapa Bilang Fauzan Nugraha kaisyinda (Saya) Gender itu Cewek ♀️?,Gender Saya itu Cowok ♂️|DNA:Deny Virda Septavius S Nugraha kaisyinda SPD,Uut Urdiati.",1,negatif
seru tapi kalo mau narik nya kok harus hari kamis kenapa GK hari biasa ny aja,5,positif
"𝗜𝗻𝘁𝗶𝗻𝘆𝗮 𝗦𝗵𝗼𝗽𝗲𝗲 𝗠𝗲𝗺𝗯𝗮𝗻𝘁𝘂 𝗞𝗶𝘁𝗮,, 𝗞𝗶𝘁𝗮 𝗣𝘂𝗻 𝗠𝗲𝗺𝗯𝗮𝗻𝘁𝘂 𝗦𝗵𝗼𝗽𝗲𝗲..❤",5,positif
Sangat puas belanja di shopee,5,positif
sangat memuaskan,5,positif
"SEMAKIN BURUK, Pengiriman Sekarang makin Molor. orderan dari Bali ke Lombok dari Tanggal 2/01/2026 sampai tanggal 7/01/2026 Belum Sampai Juga, Yg bisanya Reguler membutuhkan waktu paling lama hanya 2-3 Hari. besok akan saya update lagi penilaian ini sesuai tgl terima.",1,negatif
👍🏻👍🏻👍🏻👍🏻👍🏻,5,positif
paket bagus mulus sesuai gambar 👍,5,positif
sangat puas,5,positif
aplikasi sangat membantu,5,positif
membantu belanja,3,netral
tiada duanya.. 👍,5,positif
Kecewa,1,negatif
Sanga,5,positif
saya kasih bintang 2 karena Shopee sangat mengecewakan suka nunda pengiriman paket dan suka bohong,2,negatif
mantap,5,positif
"awalnya ragu beli"" online karena blm pernah tapi pas nyoba jadi ketagihan apalagi di Shopee murah"" btw kenapa kalo mau login pake nomor yang sama nggak bisa min, soalnya waktu itu hp error jadi harus kembali ke setelan pabrik pas mau login Shopee harus pake nomor baru",5,positif
harga murah tapi saya kecewa pengiriman lama banget,5,positif
"pengembalian dana ajah harus nunggu hampir 2 Minggu. barang udah sampai dipenjual udah diretur. dana blm msuk"" juga . disuruh nunggu trus. pdhal yg salah penjualn'a. sblm order saya tnya dlu yg saya pgen ready / TDK. ktan'a ready mkan'a saya order pke instan. bgt2 Sampe beda TDK sesuai yg saya pesan. wajar KLO saya minta retur dan dana saya kmbli. TPI ini udah pgen 2 Minggu blm msuk"" juga danan'a. sudah hubungi penjual TDK ada respon. cs shope pun disuruh nunggu tgl 2 Ampe Skrang pun nihil",1,negatif
"pengiriman ke daerah aceh sudah cukup lama blm juga di kirim,sedangkan dari apk belanja online lain sudah bisa langsung di kirim, ini knp dah Shopee bnyk drama gini",1,negatif
banyak berbelanja,5,positif
1000% workit👍👍👍👍👍,5,positif
burukk!!!,1,negatif
"kuris dari kota bengkulu kurang merspon? di memberi kabar jga tidak terus nelpon jga gek,tolong d kondisi kn dulu kulir ny",3,netral
Terimakasih atas pelayanannya,5,positif
pelayanannya sangat baik,5,positif
udah mantap sekarang...,5,positif
JUJUR IKLAN LO GANGGU BGTT,1,negatif
"aplikasinya bagus,, sangat membantu belanja juga enak dan gampang,, tapi sayang, sekarang pengirimannya makin lama dan suka telat sampainya meskipun sudah reguler.",5,positif
"belanja di aplikasi ini, super praktis dan membantu banget si, nga punya iklan juga, jadi kalo belanja di sini pasti seru, karna aplikasi nya menarik banget",5,positif
sangat membantu... barang ga sesuai gampang di kembalikan..hampir tiap hari aku lihat di sopee.. murah2...,5,positif
"pliss lahh shopee pdhl apk nya udh bagus bgtt membantu bgtt tapi Napa sihh tiba2 buka apk lain trs iklan shopee dan tiba2 lngsung masuk shopee lah atau link toko lahh pliss ini mohon buat perbaikan ya bikin jengkel sumpill, ga niat buka malah kebuka2 sendiri mana kalo mau keluar juga rada2 lemott tolong ini perlu diperhatikan ya makasihh",1,negatif
maaf kakak kasih 2 yaa sekarang Voucher buat COD udah gak ada setiap ganti mode pembayaran voucher hilang auto gak jadi beli di shoppe karena hitungan nya jadi lebih mahal.. padahal mau COd atau pun yang lain selalu banyak Voucher.. Takut pada beralih ke tempat lain karena udah gak ada voucher,2,negatif
"kak maaf kenapa saya TDK bisa co yaah di aplikasi shopee y , mohon pencerahannya kak .",5,positif
Bagus,5,positif
suka bnget sama shoope,5,positif
paylater nya cepet banget,5,positif
sangat membantu saya semoga dapat diskon menarik dari shopee ini😉🙏,5,positif
sumpah bagus banget niehhh aplikasii bisa beli belanja online dateng nya cepet banget lagi cuma seharian doang pagi nya dateng sumpah bagus bangett shopee nii🤞,5,positif
pokoknya TOP BGT,5,positif
"sekarang pengiriman nya lambat, estimasi tanggal 18 sampai 20 belum juga sampai, buruk pengiriman ya",4,positif
aplikasi asu setiap main game buka aplikasi lain iklannya ganggu bngt ngga shopee pdhl tau tau buka aplikasi shopee sendiri ganggu bngt najis,1,negatif
"TOLONG TRAFIC AFFILIATTE YANG BERASAL DARI X DAN TELEGRAM ITU DI BLOKIR,KARNA BANYAK AFFILIATTE YANG MENYISIPKAN LING AFFILIATTE DENGN LINK PORNOGRAFI DARI PLATFORM VIDEO SHARING SEPERTI DOODSTREAM DLL YANG MEREKA SHARE DI X DAN TELEGRAM. HARGAILAH AFFILIATTE YANG BERMAIN JUJUR YG SUSAH PAYAH MEMBUAT KONTEN",1,negatif
jualan di shope.knp.ya produk sering ke hapus2 sendiri dan mending aplnya jgan d perbarui deh bagus2 thun2 kmren.,1,negatif
ok,5,positif
"sukaaa banget belanja di shoppe, harga murah, dan ongkir ga begitu mahal ✨",5,positif
"shope harus menangani, iklan produk dan yg dikirim harus sama, kebanyakan orang kecewa dan retur krna tidak sesuai dgn iklan, biar GK kalah sama toko sebelah.",1,negatif
"mohon maaf untuk Shopee food jika ada orderan fiktif tolong jgn terlalu ribet deh cara menggantikan uang orderannya , kenapa sih harus ribet banget harus jelas ini itunya, kan saya bingung 😕❓ pliiis jangan gitu lagi ya Shopee",3,netral
balanja jadi lebih mudah dan murah,5,positif
oke,4,positif
Sampai saat ini shopee masih belum mengecewakan.,5,positif
the best,5,positif
Semua pelayanan bagus,5,positif
mantapp,5,positif
puas belanja di Shopee sesuai dan sesuai.,5,positif
ini aplikasi makin lama makin berat udah kek buka benchmark,3,netral
selama ini dimudahkan,5,positif
good,5,positif
"memuaskan, terutama saat pengembalian paket yg salah/tidak sesuai, uangnya mudah masuk ke shopeepay",5,positif
sangat puas,5,positif
bagus,5,positif
bagus banget shoope cari barang apa saja.,5,positif
Saya beli yang di vedo cat kayu dan besi. tapi pesanan yang di kirim pipa besi ulir.saya sangat kecewa.,3,netral
Pokoke JOSS,5,positif
"bagusan pakai lazadda ,,ajukan pinjaman ngak pake lama ngak kaya shopee data udah lengkap sekali ajukan di tolak ,,apk shopee ngak bisa bantun percuma download dan gunakan shopee ,nyesal seumur hidup kasih data ke apk shopee",1,negatif
"sangat"" membantu sekali salam damai n sejahtera shopee 🫰🫰🫰🥳🥳🥳",5,positif
sangat baik,5,positif
"kok pas ada promo mau ku chek out malah gk bisa katanya gw udah pakai promo ini padahal belum, terus kalo tetep maksa akun gw ke blokir, kocak bngt 😹😹😹😹mending apk sblh, emang apk sampah",1,negatif
"aplikasi lemot, udah salah gak mau disalahin!",1,negatif
gratis ongkir unlimited,5,positif
bagus,4,positif
"senang belaja di shopee banyak diskon dan vocher nya,hapy hapy shopee",5,positif
"Saya merasa terbodohi oleh chat dengan agen shopee. . Saya bertanya apakah promo pulsa bisa berulang kali. Karena saya udh nyoba beli pulsa flash sale ga bisa berulang kali blm pernah nanya sama agen. Eh pas saya nanya dibales agen pertanyaan saya kalo tidak ada S&K bisa berulang kali. Dengan senang saya mau beli berulang kali, eh pas udah beli sekali ga bisa lagi beli dengan mendapat notifikasi anda telah mencapai maksimum. kendala trouble tidak bisa diatasi oleh pihak shopee",1,negatif
bagus,5,positif
"Ini shopee makin diupdate bukannya makin bagus malah makin down Mau lihat spesifikasi & deskripsi masa harus bolak balik di refresh. Ga bisa kelihatan semua, kan jadi susah mau lihat keterangan produk Kalau update sistem harusnya yg mempermudah dong, bukannya malah makin nyusahin!!",1,negatif
terbaik,5,positif
mantap,5,positif
bagus,5,positif
"Shopee memang mantap... semakin mantap, keren, lengkap segala kebutuhan ada, harga competitive, banyak pilihan, responsif, konsisten, amanah... saya sebagai pengguna puas... pokoknya kamu Top banget dah, tak kasih dua jempol.. 👍👍😎",5,positif
makasih shpee,5,positif
karena usulan saya ditanggapi saya kasih bintang 5 LG.,5,positif
aplikasix bagus dan belanjax mudah dan jg murah,5,positif
mantap,5,positif
sangat puas,5,positif
pengirimannya lama banget baru tibanya bisa sampai 1 bulan,2,negatif
terpercaya majuuu terus,5,positif
bagus dan mantap,5,positif
"bagus sih harganya murah , tapi minisnya kalo flash sale gak dapet plus pengantaranya L A M A -_-",3,netral
"kenapa habis tahun baru pengiriman nya jadi lama ya,barang di toko nyampe 3 hari lebih ga di ambil2 sama pihak jasa kirim nya, sampe saya batalin pesanan nya gara2 lama di ambil pihak jasa kirim nya, padahal kemaren2 cepet",3,netral
pelepasan akun saya blm bisa teratasi padahal sudah satu minggu..,3,netral
sangat puas dg apk ini,5,positif
mudah transaksi dan harga terjangkau oleh semua kalangan,5,positif
yaa kalo bisa lebih bagus lagi,5,positif
shopee banyak membantu untuk mendapatkan produk-produk dengan harga yang ergonomis tapi kualitas tidak abal-abal,5,positif
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 mantap shopee semoga terus amanah dan lancar..,5,positif
Mantap,5,positif
"biaya layanan mahal biaya pengemasan mahal percuma pasang proteksi kerusakan ada kerusakan pengiriman ga bisa di gunain,, paylater lunas auto uninstall!!!!!!!!!!",1,negatif
Pelayanan dan Produk baik dan kalau ada kendala segera memberikan solusi dan penyelesaian,5,positif
"aplikasi nya bagus aku sering belanja disini bahkan sering sekali, cuma ini aplikasi bisa stop iklan dimana mana ga setiap aku buka apk lain iklan nya pasti apk ini setiap dipencet ' x ' selalu kebuka ke aplikasi shoppe muak tau ga sih kenapa selalu ini ajaaa mau buka apk aja rasanya pasti iklan nya Shopee dan kalo dipencet ' x ' selalu langsung masuk shoppe jujur aja aku risih dan muak sebenernya suka sih sama shoppe ga ada kritikan apapun cuma ya itu setiap buka apk lain pasti shoppe yg mncl",4,positif
saya suka belanja di shopee,5,positif
jangan lupa cod cek dulu nya,5,positif
ok,3,netral
bagus bgt apalgi banyak yg diskon and gratis ongkir,5,positif
mantap,5,positif
oke,5,positif
𝐬𝐚𝐧𝐠𝐚𝐭 𝐛𝐚𝐧𝐠𝐮𝐬,1,negatif
ok,5,positif
"Tolong pihak shopee, Saya barusan di call mengaku dari pihak shopee Saya foto barang pesanan saya yang di mana ada barcode nya. Tapi, pihak shoppy melarang saya untuk kirim bentuk gambar tersebut. Sebab selama ini saya kirim bukti saya penerimaan barang dengan foto barang yang ada barcodenya, namun selama itu saya tidak ada masalah. Tolong Pihak shopee menjelaskan hal ini, jadi pelanggan lain juga tau. Terimakasih.",5,positif
"iklan nya tolong di kurangkan,karena iklan tersebut sering sekali membuat handphone ku rusak dan kacing sendiri,untuk developer nya tolong kurangi iklannya🙏🙏",3,netral
"udah bertahun² pake apk shopee sebenernya sangat memuaskan, tapi untuk sekarang bintang 1, terutama untuk kurir daerah KALTENG. pengiriman tidak sesuai di hari yg ditentukan, itupun masi aja ditunda², janji dikirim besok paginya nyatanya ZONK. cs shopee pun gada respon yg melegakan, MENGECEWAKAN👎",1,negatif
Mantap,5,positif
puas,5,positif
sangat buruk.gk bisa cekout.,1,negatif
sangat puas & slalu berlangganan belanja di shopee,5,positif
"toko oren ini bener2 mantap sangat membantu saya untuk belanja apa pun,cepat.",5,positif
"sangat puas berbelanja di aplikasi Shopee. disamping bisa paylater dh aman. kita juga dapat jaminan barang yg kita beli, jika tdak sesuai bisa return dan prosesnya sangat mudah.",5,positif
murah drpd toko sebelah,5,positif
Sangat membantu.,5,positif
"SEBEL BANGET KALO ADA IKLAN NIH APLI,PADAHAL UDH PENCET '❎'TAPI MALAH LANGSUNG KE APLINYA,COBA SII DI KONDISIKAN LAH.KAN AKU YANG LAGI BACA CERITA JADI KEGANGGUUU!!!!!!!!",4,positif
Sangat membantu,5,positif
ini aplikasi mohon diperbaiki dulu jangan main blokir aja kasian pelanggan kami yg pada hilang tu yg paling buruk gak boleh belanja lagi di tiktok di ladang apa lagi di aplikasi ini,1,negatif
padahal ga pernah pake spylater tapi kena pelanggaran mulu gasuka banget,3,netral
jos pokoke..untuk usaha dll..enak keuangan aman..jos jis der..hanya pesen untuk para kurir .spx nya di beberapa tempat Jagan asal cansel aja,5,positif
shope sangat memuaskan,5,positif
sangat membantu rakyat miskin,4,positif
"sangat membantu belanja online, CS shopee juga gercep kalo ada kendala...keluhan selalu teratasi Suka bgt dgn kinerja shopee dan tim.. pernah ada problem dgn driver shopeefood dan langsung buat laporan ke cs langsung gercep dong driver nya kena sansi dan langsung minta maaf ke saya... pokok nya shopee the best",5,positif
jelek pakek banget pengiriman nyaa lama ga sesuai estimasi diawal terus responnya ga kasih solusi malah bikin kesel,1,negatif
bagus sangat membantu tp akhir2 pengantaran sangat lamah,5,positif
sangat tepat,5,positif
baik,5,positif
tolong penjual nya dikondisikan setiap toko supaya ngirmikan barang sesuai dgn yg dipesan .kadang kurang kekadang lain dipesan lain yg dikirim pada dah berulang baca dikripsi y..tolong toko yg tdk amanah keluarkan saja dari shopy agar nama baik terjaga..kalau dah gak pernah ketipu nanti kufuli bintang y.,4,positif
"aplikasih yg mantab ,,dan bertanggung jawab",5,positif
sudh Hampir 7 tahun saya menggunakan akin shopee pengiriman nya cepat kurir nya ramah ramah.. makin cinta sama akun shoppee,5,positif
selalu puas dengan pelayanan,5,positif
"sangat praktis dalam berbelanja, retur barang sangat gampang kalau ada video unboxing, tq",5,positif
aplikasi belanja online yang paling sering di pake 😁☺️😁 cuma akhir2 ini aplikasinya sering banget nge'lag... jadi agak keganggu 😵‍💫,5,positif
sangat membantu,5,positif
aplikasi nya lumAYAN tapi saya tidak bisa COD,5,positif
blanja aman dan nyaman,5,positif
"aplikasi shopee sekarang kacau banget yaa.. udah beberapa kali kejadian paket nya gagal dikirim, sampai 4 kali pengiriman ulang gagal terus, sampai paket nya dikirim lagi ke penjual. tolong dong di tingkatkan lagi sistem nya, untuk saat pengiriman tolong berikan informasi mengenai nama dan nomor hp kurir nya",2,negatif
good banget,5,positif
ok,4,positif
aplikasi bagus. dan sangat membantu untuk berbelanja semua kebutuhan,5,positif
oke,5,positif
"aplikasi tolol, kalau org searching makanan. shopee fodd. tbtb dilariin keluar iklan terus. gajelaa tbtb nyari xiaomi iklan terus tapi keluar dari shopee food. gajelas bgt aplkiasi maksaa!!",1,negatif
mantap,5,positif
guna bangett,5,positif
"sistem jelas, aplikasi mudah di gunakan.",5,positif
"Kwalitas barang byk yg baik, Kami sangat terbantu dgn shopee, tks..",5,positif
"agak malas belanjanya kalau beginimah ,kalau pesanan yg baru dicekout ,terus berubah pikiran ,mau merubah item dan jenis batang ehhh ditolak pembatalannya baru juga 7 menit cekout ,pafahal menurut aturan yg shopee buat,dalam waktu 1 jam masih bisa diajukan pembatalan ....ini malah ditolak penjual dan dipaksain dikirim juga .....ahhhh ngak beres sistem nya nih shopee !!!😒",5,positif
jooooossssss,5,positif
"SEBAIKNYA SIAPA NAMA KURIR YANG DITUGASKAN SUDAH DIBERI TAHU MELALUI APLIKASI,JADI TANPA KONFIRMASI WHATSAPP PUN SUDAH TAU KURIRNYA, KARENA SEKARANG JARANG SEKALI ADA KURIR YANG MAU MENGONFIRMASI PENGIRIMAN BARANG TERLEBIH DAHULU.",4,positif
good,5,positif
good very good,5,positif
"shopee terbaik si thank shopee q g jauh jauh belanja dari elektronik kayak kulkas ,tv ,hp ,dipan , q belanja disini",5,positif
selalu puas dengan layanan shopee 🥰🥰🥰🥰🥰,5,positif
Mencoba tegar meskipun sulit,5,positif
ok,5,positif
aku nyaman belanja online di shopee dan lega pokoknya top deh,5,positif
"Gratis ongkir emang sangat membantu, beda dengan yang sebelah, cari apa aja pasti ada",5,positif
belanja online shopee solusinya belanja lebih gampang untuk kaum rebahan..,4,positif
pelayanan Ekspedisi SPX TERBURUK,1,negatif
ok,5,positif
sangat sangat puas,5,positif
mantap mantap,5,positif
gratis ongkir nya perbanyak lagi,5,positif
baikkk,5,positif
Sejak 1 Januari 2026 banyak pembelanjaan di batalkan Shopee padahal itu toko langganan buat beli kandang Galvanis saya ke Sumatra. Ribetttt Dan member Shopee VIP g fungsi voicher karena pesanan sering dibatalkan Shopee.,4,positif
saya pengguna Shopee sdh lama bgt. langganan beli semua lewat Shopee. tp terakhir dr akhir tahun semua pesanan dg SPX gak ada 1 pun yg sampai. saya berkali2 komplain melalui CS tp tdk ada perubahan sama sekali..Krn paket2 berikutnya pun ikut tercancel. JK trs seperti ini semua akan beralih ke aplikasi lain. tolong segera diperbaiki.,1,negatif
Paling cocok dah belanja di shopee,5,positif
"puas bgt blnja d shope, bnyak yg murah dan grtis ongkirnya bnyak.. mksihh shopeee ❤️",5,positif
bagus pokokne. biarkan binatang yg berbicara,5,positif
bagus,5,positif
"Belanja di shopee sangat puas,barang apa saja yang kita cari sudah tersedia semua,murah dan meriah tegantung harga beli dari produk yang di butuhkan konsumen,terima kasih toko yang sudah bekerja sama dengan shopee",5,positif
shopee penolong,5,positif
"puas belanja disini, bnyak voucher potongan harga, pun banyak free ongkir.",5,positif
bnyk promo .bebas ongkir,5,positif
paling suka belanja di shopee hpy shopee🥰🥰🤗,5,positif
baik,5,positif
Mantaff...,5,positif
Terbaik,5,positif
belanja jadi lebih murah,5,positif
"Belanja di Shopee selalu memuaskan, pilihan produknya lengkap dan harganya ramah di kantong. Rekomendasi buat teman² yang lain",5,positif
Bermanfaat.,5,positif
murah...,5,positif
aduh yang katanya GRATIS ONGKIR SE INDONESIA tapi kok ke Kalimantan tetep ada ongkirnya sih mahal lagi. lebih mahal ongkir nya dari pada harga barang nya,4,positif
bismila semoga sope sukses,5,positif
bgus,3,netral
selama ini masih baik baik saja,5,positif
sangat membantu dan lebih murah dari harga pasar,5,positif
shoppe sangat membantu kita barangna juga bagus pengiriman juga cpt pngembalian dana juga cepat kalau pesanan dibatalkan trmksh shoppe sudah membantu🤗,5,positif
karna gitu,2,negatif
"sangat menyukai shopee karena mempermudah belanja sehari² saya,shopee thebaest",5,positif
renponsip,5,positif
baik sekali,4,positif
Mantap,5,positif
"Saya kecewa dengan fitur Affiliate shoppe, karena komisi yang saya terima tidak valid",1,negatif
cepat lebih murah,5,positif
Keren membantu UMKM maju....mudah memasarkan produknya,5,positif
"bagus bgt ,ongkir nya juga gk mahal mahal tpi .......lelet banget apk nya .eh gk tau sinyal ,gk tau dari hp,atau emg apk nya agak lelet",5,positif
"Siapa Bilang Fauzan Nugraha kaisyinda (Saya) Gender itu Cewek ♀️?,Gender Saya itu Cowok ♂️|DNA:Deny Virda Septavius S Nugraha kaisyinda SPD,Uut Urdiati.",1,negatif
seru tapi kalo mau narik nya kok harus hari kamis kenapa GK hari biasa ny aja,5,positif
"𝗜𝗻𝘁𝗶𝗻𝘆𝗮 𝗦𝗵𝗼𝗽𝗲𝗲 𝗠𝗲𝗺𝗯𝗮𝗻𝘁𝘂 𝗞𝗶𝘁𝗮,, 𝗞𝗶𝘁𝗮 𝗣𝘂𝗻 𝗠𝗲𝗺𝗯𝗮𝗻𝘁𝘂 𝗦𝗵𝗼𝗽𝗲𝗲..❤",5,positif
Sangat puas belanja di shopee,5,positif
sangat memuaskan,5,positif
"SEMAKIN BURUK, Pengiriman Sekarang makin Molor. orderan dari Bali ke Lombok dari Tanggal 2/01/2026 sampai tanggal 7/01/2026 Belum Sampai Juga, Yg bisanya Reguler membutuhkan waktu paling lama hanya 2-3 Hari. besok akan saya update lagi penilaian ini sesuai tgl terima.",1,negatif
👍🏻👍🏻👍🏻👍🏻👍🏻,5,positif
paket bagus mulus sesuai gambar 👍,5,positif
sangat puas,5,positif
aplikasi sangat membantu,5,positif
membantu belanja,3,netral
tiada duanya.. 👍,5,positif
Kecewa,1,negatif
Sanga,5,positif
saya kasih bintang 2 karena Shopee sangat mengecewakan suka nunda pengiriman paket dan suka bohong,2,negatif
mantap,5,positif
"awalnya ragu beli"" online karena blm pernah tapi pas nyoba jadi ketagihan apalagi di Shopee murah"" btw kenapa kalo mau login pake nomor yang sama nggak bisa min, soalnya waktu itu hp error jadi harus kembali ke setelan pabrik pas mau login Shopee harus pake nomor baru",5,positif
harga murah tapi saya kecewa pengiriman lama banget,5,positif
"pengembalian dana ajah harus nunggu hampir 2 Minggu. barang udah sampai dipenjual udah diretur. dana blm msuk"" juga . disuruh nunggu trus. pdhal yg salah penjualn'a. sblm order saya tnya dlu yg saya pgen ready / TDK. ktan'a ready mkan'a saya order pke instan. bgt2 Sampe beda TDK sesuai yg saya pesan. wajar KLO saya minta retur dan dana saya kmbli. TPI ini udah pgen 2 Minggu blm msuk"" juga danan'a. sudah hubungi penjual TDK ada respon. cs shope pun disuruh nunggu tgl 2 Ampe Skrang pun nihil",1,negatif
"pengiriman ke daerah aceh sudah cukup lama blm juga di kirim,sedangkan dari apk belanja online lain sudah bisa langsung di kirim, ini knp dah Shopee bnyk drama gini",1,negatif
banyak berbelanja,5,positif
1000% workit👍👍👍👍👍,5,positif
burukk!!!,1,negatif
"kuris dari kota bengkulu kurang merspon? di memberi kabar jga tidak terus nelpon jga gek,tolong d kondisi kn dulu kulir ny",3,netral
Terimakasih atas pelayanannya,5,positif
pelayanannya sangat baik,5,positif
udah mantap sekarang...,5,positif
JUJUR IKLAN LO GANGGU BGTT,1,negatif
"aplikasinya bagus,, sangat membantu belanja juga enak dan gampang,, tapi sayang, sekarang pengirimannya makin lama dan suka telat sampainya meskipun sudah reguler.",5,positif
"belanja di aplikasi ini, super praktis dan membantu banget si, nga punya iklan juga, jadi kalo belanja di sini pasti seru, karna aplikasi nya menarik banget",5,positif
sangat membantu... barang ga sesuai gampang di kembalikan..hampir tiap hari aku lihat di sopee.. murah2...,5,positif
"pliss lahh shopee pdhl apk nya udh bagus bgtt membantu bgtt tapi Napa sihh tiba2 buka apk lain trs iklan shopee dan tiba2 lngsung masuk shopee lah atau link toko lahh pliss ini mohon buat perbaikan ya bikin jengkel sumpill, ga niat buka malah kebuka2 sendiri mana kalo mau keluar juga rada2 lemott tolong ini perlu diperhatikan ya makasihh",1,negatif
maaf kakak kasih 2 yaa sekarang Voucher buat COD udah gak ada setiap ganti mode pembayaran voucher hilang auto gak jadi beli di shoppe karena hitungan nya jadi lebih mahal.. padahal mau COd atau pun yang lain selalu banyak Voucher.. Takut pada beralih ke tempat lain karena udah gak ada voucher,2,negatif
"kak maaf kenapa saya TDK bisa co yaah di aplikasi shopee y , mohon pencerahannya kak .",5,positif
Bagus,5,positif
suka bnget sama shoope,5,positif
paylater nya cepet banget,5,positif
sangat membantu saya semoga dapat diskon menarik dari shopee ini😉🙏,5,positif
sumpah bagus banget niehhh aplikasii bisa beli belanja online dateng nya cepet banget lagi cuma seharian doang pagi nya dateng sumpah bagus bangett shopee nii🤞,5,positif
pokoknya TOP BGT,5,positif
"sekarang pengiriman nya lambat, estimasi tanggal 18 sampai 20 belum juga sampai, buruk pengiriman ya",4,positif
aplikasi asu setiap main game buka aplikasi lain iklannya ganggu bngt ngga shopee pdhl tau tau buka aplikasi shopee sendiri ganggu bngt najis,1,negatif
"TOLONG TRAFIC AFFILIATTE YANG BERASAL DARI X DAN TELEGRAM ITU DI BLOKIR,KARNA BANYAK AFFILIATTE YANG MENYISIPKAN LING AFFILIATTE DENGN LINK PORNOGRAFI DARI PLATFORM VIDEO SHARING SEPERTI DOODSTREAM DLL YANG MEREKA SHARE DI X DAN TELEGRAM. HARGAILAH AFFILIATTE YANG BERMAIN JUJUR YG SUSAH PAYAH MEMBUAT KONTEN",1,negatif
jualan di shope.knp.ya produk sering ke hapus2 sendiri dan mending aplnya jgan d perbarui deh bagus2 thun2 kmren.,1,negatif
ok,5,positif
"sukaaa banget belanja di shoppe, harga murah, dan ongkir ga begitu mahal ✨",5,positif
"shope harus menangani, iklan produk dan yg dikirim harus sama, kebanyakan orang kecewa dan retur krna tidak sesuai dgn iklan, biar GK kalah sama toko sebelah.",1,negatif
"mohon maaf untuk Shopee food jika ada orderan fiktif tolong jgn terlalu ribet deh cara menggantikan uang orderannya , kenapa sih harus ribet banget harus jelas ini itunya, kan saya bingung 😕❓ pliiis jangan gitu lagi ya Shopee",3,netral
balanja jadi lebih mudah dan murah,5,positif
oke,4,positif
Sampai saat ini shopee masih belum mengecewakan.,5,positif
the best,5,positif
Semua pelayanan bagus,5,positif
mantapp,5,positif
puas belanja di Shopee sesuai dan sesuai.,5,positif
ini aplikasi makin lama makin berat udah kek buka benchmark,3,netral
selama ini dimudahkan,5,positif
good,5,positif
"memuaskan, terutama saat pengembalian paket yg salah/tidak sesuai, uangnya mudah masuk ke shopeepay",5,positif
sangat puas,5,positif
bagus,5,positif
bagus banget shoope cari barang apa saja.,5,positif
Saya beli yang di vedo cat kayu dan besi. tapi pesanan yang di kirim pipa besi ulir.saya sangat kecewa.,3,netral
Pokoke JOSS,5,positif
"bagusan pakai lazadda ,,ajukan pinjaman ngak pake lama ngak kaya shopee data udah lengkap sekali ajukan di tolak ,,apk shopee ngak bisa bantun percuma download dan gunakan shopee ,nyesal seumur hidup kasih data ke apk shopee",1,negatif
"sangat"" membantu sekali salam damai n sejahtera shopee 🫰🫰🫰🥳🥳🥳",5,positif
sangat baik,5,positif
"kok pas ada promo mau ku chek out malah gk bisa katanya gw udah pakai promo ini padahal belum, terus kalo tetep maksa akun gw ke blokir, kocak bngt 😹😹😹😹mending apk sblh, emang apk sampah",1,negatif
"aplikasi lemot, udah salah gak mau disalahin!",1,negatif
gratis ongkir unlimited,5,positif
bagus,4,positif
"senang belaja di shopee banyak diskon dan vocher nya,hapy hapy shopee",5,positif
"Saya merasa terbodohi oleh chat dengan agen shopee. . Saya bertanya apakah promo pulsa bisa berulang kali. Karena saya udh nyoba beli pulsa flash sale ga bisa berulang kali blm pernah nanya sama agen. Eh pas saya nanya dibales agen pertanyaan saya kalo tidak ada S&K bisa berulang kali. Dengan senang saya mau beli berulang kali, eh pas udah beli sekali ga bisa lagi beli dengan mendapat notifikasi anda telah mencapai maksimum. kendala trouble tidak bisa diatasi oleh pihak shopee",1,negatif
bagus,5,positif
"Ini shopee makin diupdate bukannya makin bagus malah makin down Mau lihat spesifikasi & deskripsi masa harus bolak balik di refresh. Ga bisa kelihatan semua, kan jadi susah mau lihat keterangan produk Kalau update sistem harusnya yg mempermudah dong, bukannya malah makin nyusahin!!",1,negatif
terbaik,5,positif
mantap,5,positif
bagus,5,positif
"Shopee memang mantap... semakin mantap, keren, lengkap segala kebutuhan ada, harga competitive, banyak pilihan, responsif, konsisten, amanah... saya sebagai pengguna puas... pokoknya kamu Top banget dah, tak kasih dua jempol.. 👍👍😎",5,positif
makasih shpee,5,positif
karena usulan saya ditanggapi saya kasih bintang 5 LG.,5,positif
aplikasix bagus dan belanjax mudah dan jg murah,5,positif
mantap,5,positif
sangat puas,5,positif
pengirimannya lama banget baru tibanya bisa sampai 1 bulan,2,negatif
terpercaya majuuu terus,5,positif
bagus dan mantap,5,positif
"bagus sih harganya murah , tapi minisnya kalo flash sale gak dapet plus pengantaranya L A M A -_-",3,netral
